,time,content,anger,positivity
1568, 2018-05-20 02:37," ""Great to have our incredible First Lady back home in the White House. Melania is feeling and doing really well. Thank you for all of your prayers and best wishes!""",0.2,0.4
1569, 2018-05-20 21:04," ""Things are really getting ridiculous. The Failing and Crooked (but not as Crooked as Hillary Clinton) @nytimes has done a long &amp; boring story indicating that the World’s most expensive Witch Hunt has found nothing on Russia &amp; me so now they are looking at the rest of the World!""",0.21428571428571427,0.14285714285714285
1570, 2018-05-21 01:13," ""The Witch Hunt finds no Collusion with Russia - so now they’re looking at the rest of the World. Oh’ great!""",0.4,0.2
1571, 2018-05-21 01:14," ""RT @EricTrump: It is emotional day being back at @StJude in celebration of our dear friend Colin! He was a beautiful child who we will all remember forever. We will win the fight against pediatric cancer. https://t.co/6ujttTGwPr""",0.18181818181818182,0.45454545454545453
1576, 2018-05-23 21:34," ""WITCH HUNT!""",0.5,0.0
1581, 2018-05-26 06:45," ""Funny to watch the Democrats criticize Trade Deals being negotiated by me when they don’t even know what the deals are and when for 8 years the Obama Administration did NOTHING on trade except let other countries rip off the United States. Lost almost $800 Billion/year under “O”""",0.09090909090909091,0.18181818181818182
1582, 2018-05-26 07:13," ""...but complain and obstruct. They made only bad deals (Iran) and their so-called Trade Deals are the laughing stock of the world!""",0.42857142857142855,0.14285714285714285
1588, 2018-05-28 22:08," ""“Sally Yates is part of concerns people have raised about bias in the Justice Dept. I find her actions to be really quite unbelievable.” Jonathan Turley""",0.125,0.125
1589, 2018-05-29 18:49," ""“This investigation involved far more surveillance than we ever had any idea about. It wasn’t just a wiretap against a campaign aide...it was secretly gathering information on the Trump Campaign...people call that Spying...this is unprecedented and  scandalous.” Mollie Hemingway""",0.07692307692307693,0.07692307692307693
1598, 2018-06-02 19:40," ""“We ran out of words to describe how good the jobs numbers are.”  Neil Irwin of the @nytimes.""",0.25,0.5
1599, 2018-06-03 00:13," ""Now this is a record that will never be broken! https://t.co/rtpLfvsBU5""",0.5,0.0
1602, 2018-06-03 01:31," ""There was No Collusion with Russia (except by the Democrats). When will this very expensive Witch Hunt Hoax ever end? So bad for our Country. Is the Special Councel/Justice Department leaking my lawyers letters to the Fake News Media? Should be looking at Dems corruption instead?""",0.25,0.125
1603, 2018-06-03 01:43," ""There was No Collusion with Russia (except by the Democrats). When will this very expensive Witch Hunt Hoax ever end? So bad for our Country. Is the Special Counsel/Justice Department leaking my lawyers letters to the Fake News Media? Should be looking at Dems corruption instead?""",0.23529411764705882,0.1764705882352941
1607, 2018-06-04 01:25," ""Mark Penn  “Why are there people from the Clinton Foundation on the Mueller Staff? Why is there an Independent Councel? To go after people and their families for unrelated offenses...Constitution was set up to prevent this...Stormtrooper tactics almost.” A disgrace!""",0.08333333333333333,0.08333333333333333
1608, 2018-06-04 01:34," ""Mark Penn  “Why are there people from the Clinton Foundation on the Mueller Staff? Why is there an Independent Counsel? To go after people and their families for unrelated offenses...Constitution was set up to prevent this...Stormtrooper tactics almost.” A disgrace!""",0.07692307692307693,0.15384615384615385
1611, 2018-06-04 20:43," ""The U.S. has made such bad trade deals over so many years that we can only WIN!""",0.3333333333333333,0.0
1613, 2018-06-05 04:41," ""The Fake News Media is desperate to distract from the economy and record setting economic numbers and so they keep talking about the phony Russian Witch Hunt.""",0.18181818181818182,0.09090909090909091
1615, 2018-06-05 09:10," ""Big Supreme Court ruling for Baker just out!""",0.25,0.25
1619, 2018-06-05 19:58," ""Separating families at the Border is the fault of bad legislation passed by the Democrats. Border Security laws should be changed but the Dems can’t get their act together! Started the Wall.""",0.1111111111111111,0.0
1621, 2018-06-06 08:40," ""RT @robbystarbuck: Fox News has been #1 for 197 months straight. In the latest ratings disaster for CNN they lost another 25% of their viewers. Fox has 10 of the top 15 shows and even hold the #1 spot in the younger key demo. The public is loudly rejecting @CNN. https://t.co/y1RMI5LW8j""",0.07692307692307693,0.23076923076923078
1624, 2018-06-06 09:33," ""....The greatest Witch Hunt in political history!""",0.25,0.0
1627, 2018-06-07 21:07," ""When and where will all of the many conflicts of interest be listed by the 13 Angry Democrats (plus) working on the Witch Hunt Hoax. There has never been a group of people on a case so biased or conflicted. It is all a Democrat Excuse for LOSING the Election. Where is the server?""",0.2857142857142857,0.14285714285714285
1629, 2018-06-07 22:07," ""Our Justice Department must not let Awan &amp; Debbie Wasserman Schultz off the hook. The Democrat I.T. scandal is a key to much of the corruption we see today. They want to make a “plea deal” to hide what is on their Server. Where is Server? Really bad!""",0.07692307692307693,0.15384615384615385
1630, 2018-06-07 23:15," ""The Obama Administration is now accused of trying to give Iran secret access to the financial system of the United States. This is totally illegal. Perhaps we could get the 13 Angry Democrats to divert some of their energy to this “matter” (as Comey would call it). Investigate!""",0.2,0.13333333333333333
1635, 2018-06-08 19:22," ""I am heading for Canada and the G-7 for talks that will mostly center on the long time unfair trade practiced against the United States. From there I go to Singapore and talks with North Korea on Denuclearization. Won’t be talking about the Russian Witch Hunt Hoax for a while!""",0.2727272727272727,0.2727272727272727
1641, 2018-06-10 04:58," ""…Create peace and great prosperity for his land. I look forward to meeting him and have a feeling that this one-time opportunity will not be wasted!""",0.2,0.7000000000000001
1644, 2018-06-12 08:03," ""Just won big Supreme Court decision on Voting! Great News!""",0.16666666666666666,0.16666666666666666
1655, 2018-06-15 19:55," ""RT @foxandfriends: .@jasoninthehouse: The DOJ IG report is 562 pages of nothing but bias and animus https://t.co/7IeXfmvo1M""",0.6666666666666666,0.0
1657, 2018-06-15 19:56," ""RT @foxandfriends: DOJ IG report finds that an FBI lawyer told a bureau employee “Viva le resistance” after President Trump was elected https://t.co/udfJxanRw9""",0.3333333333333333,0.16666666666666666
1662, 2018-06-17 21:26," ""Washington Post employees want to go on strike because Bezos isn’t paying them enough. I think a really long strike would be a great idea. Employees would get more money and we would get rid of Fake News for an extended period of time! Is @WaPo a registered lobbyist?""",0.23076923076923078,0.07692307692307693
1664, 2018-06-18 08:49," ""The Democrats should get together with their Republican counterparts and work something out on Border Security &amp; Safety. Don’t wait until after the election because you are going to lose!""",0.1111111111111111,0.1111111111111111
1665, 2018-06-18 21:02," ""The people of Germany are turning against their leadership as migration is rocking the already tenuous Berlin coalition. Crime in Germany is way up. Big mistake made all over Europe in allowing millions of people in who have so strongly and violently changed their culture!""",0.14285714285714285,0.21428571428571427
1668, 2018-06-18 21:53," ""It is the Democrats fault for being weak and ineffective with Boarder Security and Crime. Tell them to start thinking about the people devastated by Crime coming from illegal immigration. Change the laws!""",0.23076923076923078,0.0
1669, 2018-06-18 23:27," ""Comey gave Strozk his marching orders. Mueller is Comey’s best friend. Witch Hunt!""",0.3333333333333333,0.3333333333333333
1670, 2018-06-19 21:52," ""I can’t think of something more concerning than a law enforcement officer suggesting that their going to use their powers to affect an election!” Inspector General Horowitz on what was going on with numerous people regarding my election. A Rigged Witch Hunt!p""",0.09090909090909091,0.2727272727272727
1671, 2018-06-19 21:52," ""Crime in Germany is up 10% plus (officials do not want to report these crimes) since migrants were accepted. Others countries are even worse. Be smart America!""",0.3333333333333333,0.0
1679, 2018-06-21 04:34," ""Look what Fake ABC News put out. I guess they had it prepared from the 13 Angry Democrats leading the Witch Hunt! #StopTheBias https://t.co/c0XOk1btEQ""",0.2222222222222222,0.1111111111111111
1682, 2018-06-22 01:02," ""My Administration is acting swiftly to address the illegal immigration crisis on the Southern Border. Loopholes in our immigration laws all supported by extremist open border Democrats...and that's what they are - they're extremist open border Democrats.... https://t.co/F73I5gu0Q5""",0.07142857142857142,0.07142857142857142
1686, 2018-06-22 04:46," ""Big Supreme Court win on internet sales tax - about time! Big victory for fairness and for our country. Great victory for consumers and retailers.""",0.1111111111111111,0.3333333333333333
1688, 2018-06-22 19:46," ""Congresswoman Martha Roby of Alabama has been a consistent and reliable vote for our Make America Great Again Agenda. She is in a Republican Primary run-off against a recent Nancy Pelosi voting Democrat. I fully endorse Martha for Alabama 2nd Congressional District!""",0.08333333333333333,0.3333333333333333
1691, 2018-06-23 03:40," ""We are gathered today to hear directly from the AMERICAN VICTIMS of ILLEGAL IMMIGRATION. These are the American Citizens permanently separated from their loved ones b/c they were killed by criminal illegal aliens. These are the families the media ignores...https://t.co/ZjXESYAcjY""",0.375,0.0
1693, 2018-06-23 19:19," ""RT @realDonaldTrump: We are gathered today to hear directly from the AMERICAN VICTIMS of ILLEGAL IMMIGRATION. These are the American Citizens permanently separated from their loved ones b/c they were killed by criminal illegal aliens. These are the families the media ignores...https://t.co/ZjXESYAcjY""",0.375,0.0
